2	 1:1	 2:21	 3:1.62	 4:64	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1	 15:4	 16:4
1	 1:2	 2:30	 3:1.92	 4:130	 5:2	 6:1	 7:2	 8:3	 9:3	 10:2	 11:1	 12:1	 13:1	 14:0	 15:3	 16:4
2	 1:1	 2:29	 3:1.74	 4:72	 5:2	 6:1	 7:3	 8:3	 9:1	 10:1	 11:2	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:20	 3:1.65	 4:80	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:2	 15:4	 16:5
1	 1:1	 2:22	 3:1.73	 4:79	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:1	 2:45	 3:1.63	 4:77	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:1	 12:1	 13:0	 14:0	 15:4	 16:1
1	 1:2	 2:22	 3:1.72	 4:82	 5:1	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:2	 14:1	 15:3	 16:4
2	 1:2	 2:18	 3:1.6	 4:58	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:2	 12:1	 13:1	 14:0	 15:3	 16:4
2	 1:1	 2:23	 3:1.65	 4:59	 5:1	 6:1	 7:3	 8:1	 9:3	 10:1	 11:2	 12:1	 13:1	 14:2	 15:3	 16:4
2	 1:2	 2:18	 3:1.74	 4:64	 5:1	 6:1	 7:3	 8:3	 9:3	 10:1	 11:2	 12:2	 13:0	 14:1	 15:4	 16:4
1	 1:2	 2:21	 3:1.62	 4:70	 5:1	 6:2	 7:2	 8:1	 9:4	 10:1	 11:3	 12:1	 13:1	 14:0	 15:3	 16:4
2	 1:1	 2:38	 3:1.64	 4:59.8	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:2	 14:0	 15:4	 16:4
2	 1:1	 2:18	 3:1.57	 4:48	 5:2	 6:2	 7:3	 8:1	 9:1	 10:1	 11:1	 12:1	 13:1	 14:0	 15:4	 16:4
2	 1:2	 2:22	 3:1.84	 4:84	 5:2	 6:2	 7:3	 8:3	 9:2	 10:1	 11:2	 12:2	 13:3	 14:0	 15:3	 16:4
2	 1:2	 2:26	 3:1.91	 4:84	 5:2	 6:2	 7:3	 8:3	 9:2	 10:2	 11:2	 12:1	 13:2	 14:2	 15:2	 16:4
1	 1:2	 2:21	 3:1.62	 4:70	 5:1	 6:2	 7:2	 8:1	 9:4	 10:1	 11:3	 12:1	 13:1	 14:0	 15:3	 16:4
2	 1:1	 2:18	 3:1.58	 4:48	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:0	 15:4	 16:4
2	 1:1	 2:23	 3:1.68	 4:67	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:1	 12:1	 13:0	 14:0	 15:3	 16:4
1	 1:1	 2:22	 3:1.68	 4:52	 5:1	 6:2	 7:3	 8:3	 9:2	 10:1	 11:2	 12:1	 13:0	 14:1	 15:4	 16:4
1	 1:1	 2:23	 3:1.48	 4:60	 5:2	 6:2	 7:2	 8:1	 9:3	 10:2	 11:1	 12:1	 13:0	 14:0	 15:3	 16:4
1	 1:2	 2:21	 3:1.62	 4:70	 5:1	 6:2	 7:2	 8:1	 9:4	 10:1	 11:3	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:1	 2:31	 3:1.62	 4:68	 5:1	 6:1	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:0	 15:3	 16:1
1	 1:2	 2:39	 3:1.78	 4:96	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1	 14:0	 15:2	 16:1
1	 1:2	 2:25	 3:1.78	 4:98	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:2	 15:4	 16:4
1	 1:2	 2:35	 3:1.78	 4:105	 5:2	 6:2	 7:3	 8:1	 9:4	 10:1	 11:3	 12:1	 13:3	 14:1	 15:2	 16:1
2	 1:1	 2:33	 3:1.63	 4:62	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:4	 16:4
2	 1:2	 2:20	 3:1.6	 4:56	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:2	 2:26	 3:1.75	 4:80	 5:2	 6:2	 7:3	 8:1	 9:2	 10:2	 11:2	 12:2	 13:2	 14:0	 15:3	 16:4
1	 1:2	 2:20	 3:1.83	 4:85	 5:2	 6:1	 7:3	 8:3	 9:3	 10:1	 11:3	 12:2	 13:3	 14:0	 15:3	 16:1
2	 1:2	 2:20	 3:1.78	 4:68	 5:1	 6:1	 7:2	 8:1	 9:2	 10:1	 11:3	 12:2	 13:2	 14:1	 15:4	 16:4
1	 1:1	 2:23	 3:1.6	 4:83	 5:2	 6:2	 7:3	 8:3	 9:2	 10:1	 11:3	 12:1	 13:3	 14:0	 15:4	 16:4
1	 1:2	 2:19	 3:1.8	 4:85	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:3	 16:5
2	 1:2	 2:22	 3:1.75	 4:74	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:2	 15:3	 16:2
1	 1:2	 2:41	 3:1.75	 4:118	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:0	 15:3	 16:2
1	 1:1	 2:18	 3:1.59	 4:40	 5:2	 6:2	 7:2	 8:1	 9:2	 10:1	 11:1	 12:1	 13:0	 14:2	 15:4	 16:4
2	 1:1	 2:23	 3:1.66	 4:60	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:1	 12:1	 13:1	 14:1	 15:3	 16:4
1	 1:1	 2:23	 3:1.63	 4:83	 5:2	 6:1	 7:3	 8:1	 9:3	 10:2	 11:3	 12:1	 13:1	 14:2	 15:3	 16:4
1	 1:1	 2:41	 3:1.54	 4:80	 5:2	 6:2	 7:2	 8:3	 9:1	 10:1	 11:1	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:1	 2:26	 3:1.56	 4:102	 5:2	 6:2	 7:3	 8:3	 9:3	 10:2	 11:1	 12:1	 13:0	 14:1	 15:3	 16:4
1	 1:2	 2:29	 3:1.69	 4:90	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1	 14:0	 15:3	 16:1
2	 1:2	 2:27	 3:1.83	 4:71	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:3	 14:2	 15:4	 16:1
1	 1:1	 2:23	 3:1.6	 4:78	 5:2	 6:2	 7:2	 8:1	 9:3	 10:2	 11:2	 12:1	 13:1	 14:0	 15:2	 16:4
1	 1:2	 2:19	 3:1.75	 4:100	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:2	 12:1	 13:2	 14:0	 15:4	 16:4
2	 1:2	 2:30	 3:1.75	 4:73	 5:2	 6:1	 7:2	 8:3	 9:4	 10:1	 11:2	 12:2	 13:1	 14:0	 15:3	 16:5
2	 1:1	 2:22	 3:1.69	 4:65	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:3	 16:4
2	 1:1	 2:22	 3:1.69	 4:65	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:3	 16:4
1	 1:2	 2:20	 3:1.8	 4:114	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:2	 12:1	 13:0	 14:1	 15:4	 16:4
2	 1:1	 2:21	 3:1.63	 4:51	 5:1	 6:2	 7:2	 8:1	 9:3	 10:1	 11:1	 12:1	 13:1	 14:1	 15:4	 16:4
1	 1:1	 2:24	 3:1.5	 4:63	 5:2	 6:1	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:0	 14:0	 15:4	 16:4
2	 1:2	 2:21	 3:1.8	 4:62	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:0	 15:4	 16:4
2	 1:2	 2:21	 3:1.65	 4:53	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:0	 15:3	 16:4
2	 1:2	 2:21	 3:1.68	 4:70	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:3	 12:1	 13:0	 14:2	 15:3	 16:4
2	 1:1	 2:23	 3:1.6	 4:63	 5:2	 6:1	 7:3	 8:3	 9:2	 10:1	 11:2	 12:1	 13:3	 14:0	 15:3	 16:5
1	 1:2	 2:21	 3:1.71	 4:75	 5:1	 6:1	 7:2	 8:3	 9:2	 10:1	 11:3	 12:2	 13:3	 14:1	 15:2	 16:1
2	 1:1	 2:21	 3:1.5	 4:42.3	 5:2	 6:1	 7:1	 8:1	 9:3	 10:1	 11:2	 12:1	 13:3	 14:0	 15:4	 16:4
1	 1:1	 2:21	 3:1.6	 4:68	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:1	 2:21	 3:1.75	 4:78	 5:2	 6:1	 7:2	 8:3	 9:2	 10:1	 11:2	 12:2	 13:0	 14:2	 15:2	 16:4
1	 1:2	 2:23	 3:1.72	 4:82	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:1	 12:1	 13:1	 14:1	 15:3	 16:4
2	 1:1	 2:21	 3:1.72	 4:66.5	 5:2	 6:2	 7:3	 8:4	 9:1	 10:1	 11:3	 12:1	 13:0	 14:2	 15:4	 16:4
2	 1:1	 2:22	 3:1.61	 4:63	 5:2	 6:2	 7:3	 8:3	 9:2	 10:1	 11:3	 12:1	 13:1	 14:0	 15:4	 16:4
1	 1:1	 2:23	 3:1.63	 4:82	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:0	 14:0	 15:4	 16:4
1	 1:2	 2:25	 3:1.83	 4:121	 5:2	 6:1	 7:3	 8:3	 9:3	 10:1	 11:3	 12:1	 13:2	 14:0	 15:3	 16:5
2	 1:1	 2:20	 3:1.6	 4:50	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:1	 15:4	 16:1
2	 1:1	 2:24	 3:1.62	 4:58	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:3	 16:4
1	 1:1	 2:40	 3:1.68	 4:80	 5:1	 6:1	 7:3	 8:3	 9:3	 10:1	 11:3	 12:1	 13:0	 14:0	 15:4	 16:1
1	 1:2	 2:32	 3:1.75	 4:120	 5:2	 6:1	 7:3	 8:3	 9:3	 10:1	 11:3	 12:1	 13:0	 14:2	 15:4	 16:1
1	 1:2	 2:20	 3:1.9	 4:91	 5:2	 6:2	 7:3	 8:4	 9:3	 10:1	 11:3	 12:1	 13:2	 14:0	 15:3	 16:5
2	 1:1	 2:21	 3:1.63	 4:66	 5:2	 6:2	 7:3	 8:1	 9:3	 10:2	 11:3	 12:1	 13:0	 14:0	 15:3	 16:4
2	 1:1	 2:51	 3:1.59	 4:50	 5:2	 6:1	 7:3	 8:3	 9:3	 10:2	 11:3	 12:2	 13:2	 14:0	 15:4	 16:4
1	 1:1	 2:34	 3:1.68	 4:77	 5:2	 6:1	 7:3	 8:1	 9:3	 10:1	 11:2	 12:1	 13:1	 14:0	 15:3	 16:1
2	 1:1	 2:19	 3:1.59	 4:49	 5:2	 6:2	 7:2	 8:1	 9:4	 10:1	 11:2	 12:1	 13:2	 14:0	 15:4	 16:4
2	 1:1	 2:19	 3:1.69	 4:70	 5:2	 6:1	 7:2	 8:1	 9:4	 10:1	 11:2	 12:1	 13:2	 14:0	 15:4	 16:4
2	 1:1	 2:21	 3:1.66	 4:59	 5:1	 6:2	 7:1	 8:3	 9:1	 10:1	 11:2	 12:2	 13:3	 14:0	 15:4	 16:1
2	 1:1	 2:19	 3:1.64	 4:53	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1	 12:1	 13:1	 14:1	 15:4	 16:4
2	 1:1	 2:20	 3:1.62	 4:53	 5:1	 6:2	 7:3	 8:1	 9:3	 10:1	 11:3	 12:1	 13:1	 14:1	 15:4	 16:4
2	 1:1	 2:19	 3:1.7	 4:64	 5:2	 6:2	 7:3	 8:3	 9:4	 10:1	 11:3	 12:2	 13:3	 14:1	 15:4	 16:4
2	 1:1	 2:17	 3:1.63	 4:65	 5:1	 6:2	 7:2	 8:1	 9:3	 10:1	 11:3	 12:1	 13:1	 14:1	 15:4	 16:4
1	 1:2	 2:22	 3:1.6	 4:66	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:3	 14:0	 15:4	 16:2
2	 1:1	 2:20	 3:1.63	 4:64	 5:2	 6:2	 7:1	 8:3	 9:1	 10:1	 11:2	 12:1	 13:0	 14:2	 15:4	 16:1
1	 1:2	 2:33	 3:1.85	 4:99	 5:2	 6:2	 7:2	 8:3	 9:3	 10:2	 11:3	 12:1	 13:1	 14:0	 15:3	 16:1
2	 1:1	 2:21	 3:1.54	 4:49	 5:2	 6:1	 7:2	 8:1	 9:3	 10:1	 11:2	 12:2	 13:2	 14:0	 15:3	 16:4
1	 1:1	 2:20	 3:1.64	 4:49	 5:1	 6:1	 7:3	 8:3	 9:3	 10:2	 11:2	 12:1	 13:2	 14:1	 15:3	 16:1
2	 1:1	 2:20	 3:1.57	 4:60	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:3	 12:1	 13:0	 14:1	 15:3	 16:4
2	 1:1	 2:20	 3:1.62	 4:52	 5:1	 6:2	 7:3	 8:3	 9:2	 10:1	 11:1	 12:1	 13:3	 14:1	 15:4	 16:1
2	 1:2	 2:21	 3:1.72	 4:72	 5:2	 6:2	 7:3	 8:3	 9:1	 10:1	 11:3	 12:2	 13:3	 14:0	 15:3	 16:1
1	 1:2	 2:21	 3:1.76	 4:78	 5:2	 6:2	 7:3	 8:1	 9:3	 10:1	 11:2	 12:1	 13:3	 14:0	 15:3	 16:5
1	 1:1	 2:20	 3:1.65	 4:75	 5:2	 6:2	 7:3	 8:1	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:4	 16:4
1	 1:2	 2:20	 3:1.67	 4:78	 5:2	 6:1	 7:2	 8:1	 9:3	 10:1	 11:3	 12:1	 13:0	 14:0	 15:2	 16:1
1	 1:2	 2:56	 3:1.79	 4:90	 5:2	 6:1	 7:2	 8:3	 9:3	 10:2	 11:2	 12:1	 13:1	 14:0	 15:2	 16:1
2	 1:1	 2:26	 3:1.59	 4:47	 5:2	 6:2	 7:2	 8:1	 9:3	 10:1	 11:2	 12:1	 13:0	 14:2	 15:3	 16:4
2	 1:1	 2:22	 3:1.64	 4:56	 5:2	 6:1	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:0	 15:4	 16:4
1	 1:2	 2:19	 3:1.78	 4:81	 5:2	 6:1	 7:1	 8:3	 9:3	 10:1	 11:2	 12:1	 13:3	 14:0	 15:4	 16:2
1	 1:2	 2:18	 3:1.75	 4:85	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1	 14:0	 15:3	 16:4
1	 1:2	 2:19	 3:1.85	 4:115	 5:1	 6:1	 7:2	 8:3	 9:3	 10:1	 11:3	 12:2	 13:1	 14:2	 15:4	 16:4
1	 1:2	 2:18	 3:1.7	 4:80	 5:1	 6:1	 7:3	 8:1	 9:3	 10:1	 11:1	 12:1	 13:1	 14:0	 15:4	 16:4
1	 1:1	 2:18	 3:1.67	 4:91	 5:2	 6:2	 7:1	 8:3	 9:2	 10:1	 11:1	 12:1	 13:0	 14:1	 15:3	 16:4
1	 1:2	 2:21	 3:1.72	 4:75	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:1	 14:0	 15:4	 16:4
1	 1:1	 2:28	 3:1.7	 4:73	 5:2	 6:1	 7:2	 8:3	 9:2	 10:1	 11:2	 12:2	 13:2	 14:0	 15:3	 16:5
2	 1:2	 2:18	 3:1.74	 4:70	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:3	 16:4
1	 1:2	 2:23	 3:1.74	 4:53	 5:1	 6:2	 7:2	 8:3	 9:2	 10:1	 11:1	 12:1	 13:3	 14:2	 15:4	 16:4
2	 1:2	 2:18	 3:1.87	 4:67	 5:2	 6:2	 7:3	 8:3	 9:2	 10:1	 11:3	 12:2	 13:1	 14:1	 15:3	 16:1
1	 1:2	 2:18	 3:1.7	 4:50	 5:1	 6:2	 7:1	 8:3	 9:2	 10:1	 11:1	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:1	 2:39	 3:1.65	 4:50	 5:1	 6:2	 7:3	 8:4	 9:2	 10:1	 11:2	 12:1	 13:0	 14:0	 15:3	 16:4
1	 1:2	 2:38	 3:1.7	 4:78	 5:1	 6:2	 7:3	 8:3	 9:2	 10:1	 11:2	 12:1	 13:0	 14:0	 15:2	 16:1
2	 1:2	 2:17	 3:1.67	 4:60	 5:1	 6:1	 7:2	 8:4	 9:1	 10:1	 11:2	 12:1	 13:0	 14:2	 15:4	 16:4
2	 1:2	 2:23	 3:1.72	 4:66	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1	 15:3	 16:5
1	 1:2	 2:23	 3:1.82	 4:107	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:0	 14:1	 15:3	 16:4
2	 1:1	 2:19	 3:1.5	 4:50	 5:1	 6:2	 7:2	 8:3	 9:2	 10:1	 11:1	 12:1	 13:0	 14:2	 15:3	 16:4
2	 1:2	 2:18	 3:1.7	 4:60	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:2	 14:1	 15:4	 16:4
2	 1:2	 2:25	 3:1.71	 4:71	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:2	 12:1	 13:0	 14:0	 15:3	 16:3
2	 1:1	 2:25	 3:1.61	 4:61	 5:1	 6:1	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:2	 14:1	 15:3	 16:4
2	 1:1	 2:18	 3:1.5	 4:50	 5:2	 6:2	 7:3	 8:3	 9:2	 10:1	 11:2	 12:1	 13:0	 14:1	 15:3	 16:4
1	 1:2	 2:16	 3:1.67	 4:50	 5:2	 6:2	 7:2	 8:1	 9:2	 10:1	 11:3	 12:1	 13:1	 14:0	 15:4	 16:4
2	 1:2	 2:21	 3:1.82	 4:67	 5:1	 6:2	 7:2	 8:4	 9:1	 10:2	 11:3	 12:1	 13:3	 14:2	 15:3	 16:5
2	 1:1	 2:32	 3:1.57	 4:57	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:0	 15:3	 16:1
1	 1:2	 2:18	 3:1.79	 4:52	 5:1	 6:1	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:3	 16:4
2	 1:2	 2:21	 3:1.75	 4:62	 5:1	 6:2	 7:3	 8:4	 9:2	 10:2	 11:2	 12:1	 13:0	 14:0	 15:3	 16:4
2	 1:2	 2:18	 3:1.7	 4:55	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:2	 12:1	 13:0	 14:0	 15:3	 16:4
2	 1:1	 2:18	 3:1.62	 4:55	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:1	 12:1	 13:1	 14:1	 15:4	 16:4
2	 1:2	 2:17	 3:1.69	 4:60	 5:1	 6:1	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:2	 14:1	 15:3	 16:5
2	 1:2	 2:20	 3:1.77	 4:70	 5:2	 6:2	 7:1	 8:1	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:3	 16:4
1	 1:2	 2:21	 3:1.79	 4:105	 5:2	 6:2	 7:2	 8:3	 9:1	 10:1	 11:1	 12:1	 13:0	 14:0	 15:3	 16:4
2	 1:1	 2:21	 3:1.6	 4:61	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:1	 14:1	 15:3	 16:4
2	 1:1	 2:18	 3:1.6	 4:58	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:0	 15:4	 16:4
2	 1:1	 2:17	 3:1.56	 4:51	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:2	 15:4	 16:4
2	 1:2	 2:19	 3:1.88	 4:79	 5:1	 6:1	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:3	 14:0	 15:3	 16:1
2	 1:2	 2:16	 3:1.82	 4:71	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:2	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:2	 2:17	 3:1.8	 4:58	 5:1	 6:2	 7:2	 8:3	 9:2	 10:1	 11:2	 12:1	 13:2	 14:1	 15:4	 16:5
2	 1:2	 2:21	 3:1.7	 4:65	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:1	 12:1	 13:1	 14:1	 15:4	 16:4
2	 1:2	 2:19	 3:1.82	 4:75	 5:2	 6:1	 7:2	 8:3	 9:2	 10:1	 11:2	 12:1	 13:1	 14:0	 15:4	 16:4
1	 1:2	 2:18	 3:1.86	 4:110	 5:2	 6:2	 7:2	 8:1	 9:3	 10:2	 11:2	 12:1	 13:1	 14:2	 15:3	 16:4
2	 1:1	 2:16	 3:1.66	 4:58	 5:1	 6:1	 7:2	 8:1	 9:3	 10:1	 11:1	 12:1	 13:0	 14:1	 15:4	 16:5
2	 1:1	 2:21	 3:1.53	 4:53	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:2	 2:26	 3:1.74	 4:80	 5:1	 6:1	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:2	 14:0	 15:4	 16:1
2	 1:2	 2:18	 3:1.8	 4:80	 5:2	 6:2	 7:2	 8:3	 9:2	 10:1	 11:1	 12:1	 13:0	 14:1	 15:2	 16:4
1	 1:2	 2:23	 3:1.7	 4:75	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1	 14:2	 15:3	 16:4
2	 1:2	 2:26	 3:1.7	 4:70	 5:1	 6:2	 7:2	 8:3	 9:3	 10:2	 11:1	 12:1	 13:0	 14:0	 15:3	 16:4
2	 1:2	 2:18	 3:1.72	 4:55	 5:1	 6:2	 7:2	 8:4	 9:3	 10:1	 11:2	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:2	 2:16	 3:1.84	 4:45	 5:2	 6:2	 7:3	 8:3	 9:1	 10:1	 11:3	 12:1	 13:3	 14:2	 15:3	 16:5
2	 1:1	 2:16	 3:1.57	 4:49	 5:1	 6:2	 7:2	 8:4	 9:1	 10:1	 11:2	 12:1	 13:0	 14:1	 15:3	 16:4
1	 1:2	 2:20	 3:1.8	 4:85	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:3	 12:1	 13:2	 14:1	 15:3	 16:4
1	 1:2	 2:23	 3:1.75	 4:120	 5:2	 6:2	 7:2	 8:3	 9:3	 10:2	 11:2	 12:1	 13:2	 14:1	 15:3	 16:4
2	 1:1	 2:24	 3:1.56	 4:60	 5:2	 6:2	 7:1	 8:3	 9:1	 10:1	 11:2	 12:1	 13:0	 14:2	 15:3	 16:4
2	 1:1	 2:23	 3:1.59	 4:48	 5:2	 6:2	 7:2	 8:1	 9:2	 10:1	 11:1	 12:1	 13:0	 14:2	 15:3	 16:4
2	 1:2	 2:20	 3:1.8	 4:75	 5:1	 6:2	 7:3	 8:4	 9:1	 10:1	 11:3	 12:1	 13:2	 14:0	 15:3	 16:4
2	 1:1	 2:16	 3:1.66	 4:58	 5:1	 6:1	 7:2	 8:1	 9:3	 10:1	 11:1	 12:1	 13:0	 14:1	 15:4	 16:5
1	 1:2	 2:17	 3:1.79	 4:57	 5:2	 6:2	 7:2	 8:4	 9:2	 10:1	 11:2	 12:1	 13:2	 14:1	 15:4	 16:4
2	 1:2	 2:17	 3:1.72	 4:62	 5:1	 6:2	 7:2	 8:3	 9:1	 10:1	 11:2	 12:1	 13:3	 14:1	 15:4	 16:4
2	 1:1	 2:16	 3:1.6	 4:57	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1	 12:1	 13:3	 14:0	 15:4	 16:4
2	 1:2	 2:17	 3:1.66	 4:56	 5:2	 6:2	 7:1	 8:3	 9:1	 10:1	 11:2	 12:1	 13:1	 14:1	 15:3	 16:4
2	 1:1	 2:26	 3:1.65	 4:63	 5:1	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1	 12:1	 13:1	 14:0	 15:4	 16:5
2	 1:2	 2:26	 3:1.7	 4:72	 5:1	 6:2	 7:2	 8:3	 9:1	 10:1	 11:2	 12:1	 13:0	 14:0	 15:3	 16:4
2	 1:2	 2:38	 3:1.75	 4:75	 5:2	 6:1	 7:3	 8:3	 9:2	 10:1	 11:1	 12:1	 13:2	 14:1	 15:4	 16:1
2	 1:2	 2:18	 3:1.75	 4:70	 5:1	 6:2	 7:3	 8:4	 9:3	 10:1	 11:2	 12:1	 13:1	 14:1	 15:4	 16:4
2	 1:1	 2:25	 3:1.56	 4:45	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:0	 15:3	 16:4
1	 1:1	 2:27	 3:1.55	 4:63	 5:1	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:1	 15:3	 16:1
2	 1:2	 2:21	 3:1.67	 4:67	 5:2	 6:2	 7:3	 8:1	 9:1	 10:1	 11:2	 12:1	 13:1	 14:1	 15:4	 16:4
2	 1:2	 2:38	 3:1.75	 4:75	 5:2	 6:1	 7:3	 8:3	 9:2	 10:1	 11:1	 12:1	 13:3	 14:1	 15:4	 16:1
1	 1:1	 2:23	 3:1.75	 4:56	 5:1	 6:1	 7:3	 8:3	 9:2	 10:1	 11:2	 12:1	 13:2	 14:0	 15:3	 16:4
2	 1:2	 2:18	 3:1.8	 4:72	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:3	 14:0	 15:3	 16:1
1	 1:1	 2:30	 3:1.65	 4:71	 5:2	 6:2	 7:2	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:0	 15:3	 16:4
2	 1:1	 2:21	 3:1.55	 4:58	 5:1	 6:2	 7:2	 8:1	 9:3	 10:1	 11:1	 12:1	 13:1	 14:0	 15:3	 16:4
2	 1:2	 2:18	 3:1.7	 4:55.3	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:2	 12:1	 13:3	 14:0	 15:3	 16:4
1	 1:2	 2:23	 3:1.72	 4:76	 5:2	 6:1	 7:3	 8:4	 9:2	 10:1	 11:1	 12:1	 13:0	 14:0	 15:3	 16:4
2	 1:2	 2:19	 3:1.74	 4:74	 5:2	 6:1	 7:3	 8:1	 9:3	 10:1	 11:3	 12:1	 13:3	 14:1	 15:3	 16:5
1	 1:1	 2:19	 3:1.65	 4:82	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:1	 12:1	 13:0	 14:1	 15:3	 16:4
