1	 1:.2	 2:.4	 3:0	 4:.0000277778	 5:0	 6:.993592814	 7:.0000277778	 8:.666666667	 9:5
1	 1:.5	 2:.076923077	 3:0	 4:.690401786	 5:0	 6:0	 7:.690401786	 8:0	 9:7
1	 1:.043478261	 2:.111111111	 3:0	 4:.748657407	 5:0	 6:0	 7:.748657407	 8:.882352941	 9:1
1	 1:.01	 2:.111111111	 3:0	 4:.874710648	 5:0	 6:0	 7:.874710648	 8:.666666667	 9:1
1	 1:.04	 2:.125	 3:0	 4:.259549096	 5:0	 6:0	 7:.259549096	 8:.9	 9:1
2	 1:.333333333	 2:.625	 3:1	 4:.298087075	 5:0	 6:0	 7:.258151668	 8:.5	 9:1
1	 1:.111111111	 2:.125	 3:0	 4:.32423452	 5:0	 6:0	 7:.32423452	 8:.666666667	 9:1
1	 1:.043478261	 2:.125	 3:0	 4:.507810074	 5:0	 6:0	 7:.507810074	 8:.8	 9:1
1	 1:.0625	 2:.25	 3:0	 4:.007204034	 5:0	 6:.993592814	 7:.007194114	 8:.923076923	 9:7
2	 1:.357142857	 2:.625	 3:1	 4:.00249504	 5:0	 6:.993592814	 7:.001747685	 8:.8	 9:7
1	 1:.008264463	 2:.125	 3:0	 4:.005375331	 5:0	 6:.993592814	 7:.005375331	 8:.818181818	 9:7
1	 1:.008196721	 2:.028571429	 3:0	 4:.689945988	 5:.485714286	 6:.993592814	 7:.689945988	 8:0	 9:3
1	 1:.016949153	 2:.028571429	 3:0	 4:.707056327	 5:.485714286	 6:.993592814	 7:.707056327	 8:0	 9:3
1	 1:.008264463	 2:.028571429	 3:0	 4:.870358796	 5:.485714286	 6:.993592814	 7:.870358796	 8:0	 9:3
1	 1:.5	 2:.028571429	 3:0	 4:.965806327	 5:.485714286	 6:.993592814	 7:.965806327	 8:0	 9:3
1	 1:.017391304	 2:.057142857	 3:0	 4:.956489198	 5:.485714286	 6:.993592814	 7:.956466049	 8:0	 9:3
1	 1:.034482759	 2:.1	 3:0	 4:.000231482	 5:.1	 6:0	 7:.000231482	 8:.611111111	 9:5
1	 1:.047619048	 2:.05	 3:0	 4:.000208333	 5:.1	 6:0	 7:.000208333	 8:0	 9:5
1	 1:.024793388	 2:.176470588	 3:0	 4:.606944444	 5:0	 6:0	 7:.002847222	 8:.818181818	 9:1
1	 1:.2	 2:.058823529	 3:0	 4:.156342593	 5:0	 6:0	 7:.156342593	 8:0	 9:1
1	 1:.111111111	 2:.176470588	 3:0	 4:.537002315	 5:0	 6:0	 7:.330532407	 8:.8	 9:1
2	 1:.6	 2:.352941176	 3:1	 4:.403460648	 5:0	 6:0	 7:.328078704	 8:.75	 9:1
1	 1:0	 2:.1	 3:0	 4:.95933642	 5:0	 6:.993592814	 7:.95933642	 8:1	 9:3
2	 1:.583333333	 2:.152173913	 3:1	 4:.196053241	 5:.608695652	 6:.99935281	 7:.195810185	 8:1	 9:1
1	 1:.037037037	 2:.043478261	 3:0	 4:.263819444	 5:.608695652	 6:.99935281	 7:.263761574	 8:0	 9:1
1	 1:.028571429	 2:.032258065	 3:0	 4:.569576389	 5:.419354839	 6:.993592814	 7:.569576389	 8:0	 9:5
2	 1:.5	 2:.161290323	 3:.5	 4:.909372685	 5:.419354839	 6:.993592814	 7:.909347222	 8:1	 9:5
2	 1:.1125	 2:.219512195	 3:1	 4:.314828042	 5:.56097561	 6:.993528095	 7:.314522156	 8:.954545455	 9:7
1	 1:.2	 2:.166666667	 3:0	 4:.281122685	 5:0	 6:0	 7:.281108796	 8:.666666667	 9:5
1	 1:.010869565	 2:.083333333	 3:0	 4:.352252315	 5:0	 6:0	 7:.352252315	 8:0	 9:5
1	 1:.007246377	 2:.055555556	 3:0	 4:.0000446429	 5:0	 6:0	 7:.0000446429	 8:0	 9:7
2	 1:.25	 2:.416666667	 3:1	 4:.572435185	 5:0	 6:0	 7:.57231713	 8:.666666667	 9:5
1	 1:.111111111	 2:.25	 3:.5	 4:.507337963	 5:0	 6:0	 7:.507291667	 8:.8	 9:5
1	 1:0	 2:.083333333	 3:0	 4:.619074074	 5:0	 6:0	 7:.619074074	 8:0	 9:5
1	 1:.022727273	 2:.076923077	 3:0	 4:.115127315	 5:0	 6:0	 7:.115127315	 8:0	 9:3
1	 1:.011627907	 2:.038461538	 3:0	 4:.983599537	 5:.307692308	 6:.993592814	 7:.983599537	 8:0	 9:1
1	 1:.045454545	 2:.038461538	 3:0	 4:.990115741	 5:.307692308	 6:.993592814	 7:.990115741	 8:0	 9:1
1	 1:.2	 2:.04	 3:0	 4:.937619599	 5:.28	 6:0	 7:.937619599	 8:0	 9:3
1	 1:.047619048	 2:.04	 3:0	 4:.993070988	 5:.28	 6:0	 7:.993070988	 8:0	 9:3
1	 1:.5	 2:.125	 3:0	 4:.001011905	 5:.25	 6:0	 7:.000968915	 8:.5	 9:7
1	 1:.142857143	 2:.041666667	 3:0	 4:.009904101	 5:.25	 6:0	 7:.009904101	 8:0	 9:7
1	 1:.033333333	 2:.041666667	 3:0	 4:.027681878	 5:.25	 6:0	 7:.027681878	 8:0	 9:7
2	 1:.049382716	 2:.166666667	 3:1	 4:.057395833	 5:.25	 6:0	 7:.057316468	 8:.885714286	 9:7
1	 1:.028571429	 2:.055555556	 3:0	 4:.806698082	 5:0	 6:0	 7:.806698082	 8:0	 9:7
1	 1:.272727273	 2:.088235294	 3:0	 4:.539434524	 5:.470588235	 6:.993592814	 7:.535342262	 8:0	 9:7
2	 1:.111111111	 2:.352941176	 3:1	 4:.540610119	 5:.470588235	 6:.993592814	 7:.535261243	 8:.821428571	 9:7
1	 1:.076923077	 2:.03125	 3:0	 4:.506539352	 5:.4375	 6:.993592814	 7:.506539352	 8:0	 9:3
1	 1:.03030303	 2:.03125	 3:0	 4:.256161265	 5:.4375	 6:.993592814	 7:.256161265	 8:0	 9:3
1	 1:.25	 2:.03125	 3:0	 4:.290474537	 5:.4375	 6:.993592814	 7:.290474537	 8:0	 9:3
1	 1:.027027027	 2:.166666667	 3:0	 4:.000150463	 5:0	 6:0	 7:.000150463	 8:.933333333	 9:1
1	 1:.052631579	 2:.166666667	 3:0	 4:.142916667	 5:0	 6:0	 7:.142916667	 8:.727272727	 9:1
1	 1:.166666667	 2:.166666667	 3:0	 4:.433877315	 5:0	 6:0	 7:.433877315	 8:.8	 9:1
1	 1:.105263158	 2:.083333333	 3:0	 4:.057809193	 5:.25	 6:0	 7:.057795966	 8:0	 9:7
1	 1:0	 2:.041666667	 3:0	 4:.103521825	 5:.25	 6:0	 7:.103521825	 8:0	 9:7
1	 1:.5	 2:.037037037	 3:0	 4:.439112103	 5:.333333333	 6:.961233291	 7:.439112103	 8:0	 9:7
1	 1:.035714286	 2:.2	 3:0	 4:.007569444	 5:0	 6:.993592814	 7:.007569444	 8:.875	 9:1
1	 1:.285714286	 2:.4	 3:0	 4:.0003125	 5:0	 6:.993592814	 7:.0000347222	 8:.666666667	 9:1
1	 1:.25	 2:.058823529	 3:0	 4:.00777392	 5:0	 6:0	 7:.00777392	 8:0	 9:3
1	 1:.010309278	 2:.041666667	 3:0	 4:.168085648	 5:.25	 6:.999935281	 7:.168085648	 8:0	 9:10
1	 1:.035087719	 2:.083333333	 3:0	 4:.544775463	 5:.25	 6:.999935281	 7:.54475	 8:0	 9:10
1	 1:.010638298	 2:.041666667	 3:0	 4:.651966435	 5:.25	 6:.999935281	 7:.651966435	 8:0	 9:10
1	 1:.010204082	 2:.041666667	 3:0	 4:.75846875	 5:.25	 6:.999935281	 7:.75846875	 8:0	 9:10
1	 1:.045454545	 2:.041666667	 3:0	 4:.709940972	 5:.25	 6:.999935281	 7:.709940972	 8:0	 9:10
1	 1:.051724138	 2:.125	 3:0	 4:.937773148	 5:.25	 6:.999935281	 7:.882927083	 8:1	 9:10
1	 1:.090909091	 2:.041666667	 3:0	 4:.766358796	 5:.25	 6:.999935281	 7:.766358796	 8:0	 9:10
1	 1:.222222222	 2:.083333333	 3:0	 4:.937925926	 5:.25	 6:.999935281	 7:.937925926	 8:0	 9:10
1	 1:.181818182	 2:.105263158	 3:0	 4:.01525463	 5:.526315789	 6:.993592814	 7:.011641865	 8:1	 9:7
1	 1:1	 2:.157894737	 3:0	 4:.013888889	 5:.526315789	 6:.993592814	 7:.002825728	 8:1	 9:7
1	 1:.2	 2:.026315789	 3:0	 4:.018683862	 5:.526315789	 6:.993592814	 7:.018683862	 8:0	 9:7
1	 1:0	 2:.026315789	 3:0	 4:.088181217	 5:.526315789	 6:.993592814	 7:.088181217	 8:0	 9:7
1	 1:.25	 2:.026315789	 3:0	 4:.12452381	 5:.526315789	 6:.993592814	 7:.12452381	 8:0	 9:7
1	 1:.333333333	 2:.026315789	 3:0	 4:.137549603	 5:.526315789	 6:.993592814	 7:.137549603	 8:0	 9:7
2	 1:.15625	 2:.131578947	 3:.5	 4:.715813492	 5:.526315789	 6:.993592814	 7:.437761243	 8:.923076923	 9:7
1	 1:.5	 2:.078947368	 3:0	 4:.707397487	 5:.526315789	 6:.993592814	 7:.707397487	 8:0	 9:7
1	 1:.066666667	 2:.083333333	 3:0	 4:.387037037	 5:0	 6:0	 7:.387037037	 8:0	 9:1
1	 1:.333333333	 2:.083333333	 3:0	 4:.672546296	 5:0	 6:0	 7:.672546296	 8:0	 9:1
1	 1:.08	 2:.4	 3:0	 4:.010893519	 5:0	 6:0	 7:.005486111	 8:1	 9:5
1	 1:.043478261	 2:.0625	 3:0	 4:.462714947	 5:0	 6:0	 7:.462714947	 8:0	 9:7
1	 1:.043478261	 2:.0625	 3:0	 4:.875656415	 5:0	 6:0	 7:.875656415	 8:0	 9:7
1	 1:.083333333	 2:.0625	 3:0	 4:.875929233	 5:0	 6:0	 7:.875929233	 8:0	 9:7
1	 1:.03030303	 2:.020833333	 3:0	 4:.898546627	 5:.625	 6:.993592814	 7:.898546627	 8:0	 9:7
1	 1:1	 2:.041666667	 3:0	 4:.897657077	 5:.625	 6:.993592814	 7:.897647156	 8:0	 9:7
1	 1:.028571429	 2:.052631579	 3:0	 4:.874184855	 5:.052631579	 6:0	 7:.874184855	 8:0	 9:7
1	 1:.017241379	 2:.071428571	 3:0	 4:.0000049603	 5:0	 6:0	 7:.0000049603	 8:0	 9:7
1	 1:.03125	 2:.071428571	 3:0	 4:.014978505	 5:0	 6:0	 7:.014978505	 8:0	 9:7
2	 1:.047058824	 2:.285714286	 3:.5	 4:.005443122	 5:0	 6:0	 7:.002814153	 8:.935483871	 9:7
1	 1:.012987013	 2:.083333333	 3:0	 4:.796770833	 5:0	 6:0	 7:.796770833	 8:0	 9:1
1	 1:.076923077	 2:.083333333	 3:0	 4:.858912037	 5:0	 6:0	 7:.858912037	 8:0	 9:1
1	 1:.03125	 2:.083333333	 3:0	 4:.902685185	 5:0	 6:0	 7:.902685185	 8:0	 9:1
1	 1:.016129032	 2:.083333333	 3:0	 4:.904884259	 5:0	 6:0	 7:.904884259	 8:0	 9:1
1	 1:.090909091	 2:.083333333	 3:0	 4:.905011574	 5:0	 6:0	 7:.905011574	 8:0	 9:1
1	 1:.25	 2:.071428571	 3:0	 4:.114303902	 5:0	 6:0	 7:.114303902	 8:0	 9:7
1	 1:.083333333	 2:.142857143	 3:0	 4:.140314153	 5:0	 6:0	 7:.008133267	 8:.909090909	 9:7
2	 1:.444444444	 2:.285714286	 3:.5	 4:.420119048	 5:0	 6:0	 7:.190694444	 8:1	 9:7
1	 1:.142857143	 2:.071428571	 3:0	 4:.397906746	 5:0	 6:0	 7:.397906746	 8:0	 9:7
1	 1:.1	 2:.076923077	 3:0	 4:.87729828	 5:.307692308	 6:.993592814	 7:.693359788	 8:0	 9:7
1	 1:.012987013	 2:.166666667	 3:0	 4:.271518519	 5:0	 6:0	 7:.271518519	 8:.833333333	 9:5
1	 1:.066666667	 2:.166666667	 3:0	 4:.0000023148	 5:0	 6:0	 7:.0000023148	 8:.8	 9:5
1	 1:.008695652	 2:.166666667	 3:0	 4:.55944213	 5:0	 6:0	 7:.55944213	 8:.87755102	 9:5
1	 1:.025974026	 2:.333333333	 3:0	 4:.747238426	 5:0	 6:0	 7:.570071759	 8:.923076923	 9:5
1	 1:.045454545	 2:.166666667	 3:0	 4:.616032407	 5:0	 6:0	 7:.616032407	 8:1	 9:5
1	 1:.028571429	 2:.020833333	 3:0	 4:.0000181878	 5:.625	 6:.993592814	 7:.0000181878	 8:0	 9:7
1	 1:.022222222	 2:.125	 3:0	 4:.0000611772	 5:0	 6:0	 7:.0000611772	 8:.727272727	 9:7
1	 1:.057142857	 2:.25	 3:0	 4:.618511905	 5:0	 6:0	 7:.618511905	 8:.947368421	 9:7
1	 1:.045454545	 2:.125	 3:0	 4:.325525794	 5:0	 6:0	 7:.325525794	 8:.928571429	 9:7
1	 1:.032258065	 2:.25	 3:0	 4:.550087632	 5:0	 6:0	 7:.550081019	 8:.75	 9:7
1	 1:.043478261	 2:.125	 3:0	 4:.859796627	 5:0	 6:0	 7:.859796627	 8:.882352941	 9:7
1	 1:.117647059	 2:.125	 3:0	 4:.001288029	 5:.4375	 6:.993592814	 7:.000610119	 8:.923076923	 9:7
2	 1:.126984127	 2:.173913043	 3:1	 4:.496886574	 5:.608695652	 6:.993592814	 7:.496736111	 8:.80952381	 9:1
1	 1:.028571429	 2:.076923077	 3:0	 4:.000557209	 5:0	 6:0	 7:.000557209	 8:0	 9:7
1	 1:.25	 2:.065217391	 3:0	 4:.985196759	 5:.608695652	 6:.993592814	 7:.985104167	 8:0	 9:1
1	 1:.02173913	 2:.03125	 3:0	 4:.0000033069	 5:.4375	 6:.993592814	 7:.0000033069	 8:0	 9:7
1	 1:.028571429	 2:.03125	 3:0	 4:.0000066138	 5:.4375	 6:.993592814	 7:.0000066138	 8:0	 9:7
1	 1:.111111111	 2:.045454545	 3:0	 4:.933665124	 5:.181818182	 6:0	 7:.933665124	 8:0	 9:3
1	 1:.013333333	 2:.125	 3:0	 4:.980661376	 5:0	 6:0	 7:.980661376	 8:.891891892	 9:7
2	 1:.026086957	 2:.375	 3:.5	 4:.013252315	 5:0	 6:0	 7:.001099537	 8:.926829268	 9:1
1	 1:.051282051	 2:.153846154	 3:0	 4:.002307099	 5:0	 6:.993592814	 7:.0000347222	 8:.846153846	 9:3
1	 1:.007246377	 2:.1	 3:0	 4:.693365222	 5:0	 6:0	 7:.693365222	 8:.865671642	 9:7
1	 1:.093023256	 2:.4	 3:0	 4:.010965278	 5:0	 6:0	 7:.001333333	 8:.866666667	 9:5
1	 1:1	 2:.2	 3:0	 4:.001962963	 5:0	 6:0	 7:.00075463	 8:0	 9:5
1	 1:.142857143	 2:.2	 3:0	 4:.007548611	 5:0	 6:0	 7:.007539352	 8:1	 9:5
2	 1:.518518519	 2:.777777778	 3:1	 4:.998328373	 5:.5	 6:.999935281	 7:.998315146	 8:1	 9:7
1	 1:.040816327	 2:.105263158	 3:0	 4:.68246142	 5:.052631579	 6:0	 7:.682426698	 8:.925925926	 9:3
1	 1:.25	 2:.02173913	 3:0	 4:.0000099206	 5:.608695652	 6:.999935281	 7:.0000099206	 8:0	 9:7
2	 1:.205128205	 2:.8	 3:1	 4:.426230228	 5:0	 6:0	 7:.42620278	 8:.5	 9:7
1	 1:.2	 2:.05	 3:0	 4:.00137037	 5:.1	 6:0	 7:.00137037	 8:0	 9:5
1	 1:.25	 2:.05	 3:0	 4:.028972222	 5:.1	 6:0	 7:.028972222	 8:0	 9:5
1	 1:.025974026	 2:.1	 3:0	 4:.080506944	 5:.1	 6:0	 7:.080467593	 8:.833333333	 9:5
1	 1:.028571429	 2:.05	 3:0	 4:.170740741	 5:.1	 6:0	 7:.170740741	 8:0	 9:5
2	 1:.235294118	 2:.2	 3:1	 4:.128990741	 5:.1	 6:0	 7:.103090278	 8:.818181818	 9:5
1	 1:0	 2:.0625	 3:0	 4:.0000154321	 5:0	 6:0	 7:.0000154321	 8:0	 9:3
1	 1:.04	 2:.0625	 3:0	 4:.082627315	 5:0	 6:0	 7:.082627315	 8:0	 9:3
1	 1:.2	 2:.0625	 3:0	 4:.000497685	 5:0	 6:0	 7:.000497685	 8:0	 9:3
1	 1:.04	 2:.0625	 3:0	 4:.135042438	 5:0	 6:0	 7:.135042438	 8:0	 9:3
1	 1:.047619048	 2:.142857143	 3:0	 4:.00725	 5:0	 6:0	 7:.00725	 8:.888888889	 9:5
1	 1:.157894737	 2:.428571429	 3:0	 4:.025039352	 5:0	 6:0	 7:.025039352	 8:.727272727	 9:5
1	 1:.013333333	 2:.021276596	 3:0	 4:.301013558	 5:.617021277	 6:.993592814	 7:.301013558	 8:0	 9:7
2	 1:.466666667	 2:.29787234	 3:1	 4:.589829696	 5:.617021277	 6:.993592814	 7:.535188492	 8:1	 9:7
1	 1:0	 2:.0625	 3:0	 4:.0000132275	 5:0	 6:0	 7:.0000132275	 8:0	 9:7
2	 1:.315789474	 2:.375	 3:1	 4:.000082672	 5:0	 6:0	 7:.000026455	 8:.5	 9:7
1	 1:.1	 2:.0625	 3:0	 4:.010006614	 5:0	 6:0	 7:.010006614	 8:0	 9:7
1	 1:.003021148	 2:.142857143	 3:0	 4:.140094907	 5:0	 6:0	 7:.140094907	 8:.848214286	 9:5
1	 1:.4	 2:.285714286	 3:0	 4:.14325	 5:0	 6:0	 7:.1431875	 8:1	 9:5
1	 1:.016393443	 2:.042553191	 3:0	 4:.548420966	 5:.617021277	 6:.993592814	 7:.548416005	 8:0	 9:7
1	 1:.055555556	 2:.021276596	 3:0	 4:.986701389	 5:.617021277	 6:.993592814	 7:.986701389	 8:0	 9:7
1	 1:.020618557	 2:.117647059	 3:0	 4:.010706019	 5:0	 6:0	 7:.010648148	 8:.75	 9:1
1	 1:.014925373	 2:.058823529	 3:0	 4:.588993056	 5:0	 6:0	 7:.588993056	 8:0	 9:1
2	 1:.714285714	 2:.3125	 3:1	 4:.014373347	 5:0	 6:0	 7:.014363426	 8:1	 9:7
1	 1:.01754386	 2:.0625	 3:0	 4:.020241402	 5:0	 6:0	 7:.020241402	 8:0	 9:7
2	 1:.692307692	 2:.5625	 3:1	 4:.029027778	 5:0	 6:0	 7:.009699074	 8:1	 9:1
1	 1:.25	 2:.0625	 3:0	 4:.420324074	 5:0	 6:0	 7:.420324074	 8:0	 9:1
1	 1:.032786885	 2:.2	 3:0	 4:.060408951	 5:0	 6:.993592814	 7:.060401235	 8:.833333333	 9:3
1	 1:.020833333	 2:.1	 3:0	 4:.277866512	 5:0	 6:.993592814	 7:.277866512	 8:1	 9:3
1	 1:.030769231	 2:.2	 3:0	 4:.805327932	 5:0	 6:.993592814	 7:.805285494	 8:.782608696	 9:3
1	 1:.047619048	 2:.1	 3:0	 4:.987191358	 5:0	 6:.993592814	 7:.987191358	 8:.846153846	 9:3
1	 1:.038461538	 2:.05	 3:0	 4:.175393519	 5:.1	 6:0	 7:.175393519	 8:0	 9:5
1	 1:.008264463	 2:.05	 3:0	 4:.196962963	 5:.1	 6:0	 7:.196962963	 8:0	 9:5
1	 1:.035087719	 2:.1	 3:0	 4:.279074074	 5:.1	 6:0	 7:.279064815	 8:.866666667	 9:5
1	 1:.022727273	 2:.05	 3:0	 4:.390530093	 5:.1	 6:0	 7:.390530093	 8:0	 9:5
1	 1:.046511628	 2:.081632653	 3:0	 4:.940895062	 5:.632653061	 6:.993592814	 7:.383939043	 8:0	 9:3
1	 1:.066666667	 2:.020408163	 3:0	 4:.752746914	 5:.632653061	 6:.993592814	 7:.752746914	 8:0	 9:3
1	 1:.076923077	 2:.020408163	 3:0	 4:.877202932	 5:.632653061	 6:.993592814	 7:.877202932	 8:0	 9:3
1	 1:.085714286	 2:.25	 3:0	 4:.002051918	 5:0	 6:0	 7:.0000181878	 8:1	 9:7
1	 1:.037037037	 2:.083333333	 3:0	 4:.002126323	 5:0	 6:0	 7:.002126323	 8:0	 9:7
1	 1:.020833333	 2:.083333333	 3:0	 4:.012306548	 5:0	 6:0	 7:.012306548	 8:0	 9:7
1	 1:.047619048	 2:.083333333	 3:0	 4:.261127646	 5:0	 6:0	 7:.261127646	 8:0	 9:7
1	 1:.058823529	 2:.083333333	 3:0	 4:.77260086	 5:0	 6:0	 7:.77260086	 8:0	 9:7
1	 1:.027027027	 2:.076923077	 3:0	 4:.998348765	 5:0	 6:0	 7:.998348765	 8:0	 9:3
1	 1:.115384615	 2:.073170732	 3:0	 4:.447080027	 5:.56097561	 6:.993528095	 7:.338406085	 8:0	 9:7
1	 1:.230769231	 2:.088235294	 3:.5	 4:.963055556	 5:.470588235	 6:.993592814	 7:.959444444	 8:0	 9:7
1	 1:.125	 2:.024390244	 3:0	 4:.993986442	 5:.56097561	 6:.993528095	 7:.993986442	 8:0	 9:7
1	 1:.057142857	 2:.048780488	 3:0	 4:.997490079	 5:.56097561	 6:.993528095	 7:.997490079	 8:0	 9:7
1	 1:.038461538	 2:.024390244	 3:0	 4:.998774802	 5:.56097561	 6:.993528095	 7:.998774802	 8:0	 9:7
1	 1:0	 2:.142857143	 3:0	 4:.0000099206	 5:0	 6:0	 7:.0000099206	 8:0	 9:7
1	 1:1	 2:.09375	 3:.5	 4:.332025463	 5:.4375	 6:.993592814	 7:.331631944	 8:0	 9:3
1	 1:.058823529	 2:.03125	 3:0	 4:.709035494	 5:.4375	 6:.993592814	 7:.709035494	 8:0	 9:3
2	 1:.75	 2:.1875	 3:1	 4:.60498071	 5:.4375	 6:.993592814	 7:.604953704	 8:1	 9:3
2	 1:.428571429	 2:.206896552	 3:1	 4:.337939815	 5:.379310345	 6:.993592814	 7:.337673611	 8:1	 9:1
1	 1:.023255814	 2:.034482759	 3:0	 4:.373761574	 5:.379310345	 6:.993592814	 7:.373761574	 8:0	 9:1
1	 1:.012345679	 2:.034482759	 3:0	 4:.423634259	 5:.379310345	 6:.993592814	 7:.423634259	 8:0	 9:1
2	 1:1	 2:.103448276	 3:.5	 4:.534247685	 5:.379310345	 6:.993592814	 7:.53375	 8:1	 9:1
1	 1:.043478261	 2:.05	 3:0	 4:.283784722	 5:.1	 6:0	 7:.283784722	 8:0	 9:3
1	 1:.010638298	 2:.029411765	 3:0	 4:.974584987	 5:.470588235	 6:.993592814	 7:.974584987	 8:0	 9:7
1	 1:.017241379	 2:.029411765	 3:0	 4:.985378638	 5:.470588235	 6:.993592814	 7:.985378638	 8:0	 9:7
1	 1:.095238095	 2:.058823529	 3:0	 4:.989728836	 5:.470588235	 6:.993592814	 7:.989713955	 8:0	 9:7
1	 1:.142857143	 2:.029411765	 3:0	 4:.990661376	 5:.470588235	 6:.993592814	 7:.990661376	 8:0	 9:7
1	 1:.5	 2:.097560976	 3:0	 4:.997933201	 5:.56097561	 6:.993528095	 7:.997905093	 8:0	 9:7
1	 1:.181818182	 2:.285714286	 3:0	 4:.010036376	 5:0	 6:0	 7:.000014881	 8:1	 9:7
1	 1:.2	 2:.142857143	 3:0	 4:.000200066	 5:0	 6:0	 7:.000200066	 8:1	 9:7
1	 1:.007246377	 2:.142857143	 3:0	 4:.000841601	 5:0	 6:0	 7:.000841601	 8:.865671642	 9:7
1	 1:.017391304	 2:.285714286	 3:0	 4:.421418651	 5:0	 6:0	 7:.006952712	 8:.926829268	 9:7
1	 1:.222222222	 2:.222222222	 3:0	 4:.005428241	 5:0	 6:0	 7:.002079475	 8:.333333333	 9:3
1	 1:0	 2:.111111111	 3:0	 4:.038545525	 5:0	 6:0	 7:.038545525	 8:1	 9:3
1	 1:.666666667	 2:.222222222	 3:0	 4:.006126543	 5:0	 6:0	 7:.0059375	 8:.5	 9:3
1	 1:.235294118	 2:.266666667	 3:.5	 4:.767623457	 5:0	 6:0	 7:.767604167	 8:.888888889	 9:3
1	 1:.043478261	 2:.066666667	 3:0	 4:.00029321	 5:0	 6:0	 7:.00029321	 8:0	 9:3
1	 1:.5	 2:.1	 3:0	 4:.998445216	 5:0	 6:.993592814	 7:.998445216	 8:1	 9:3
1	 1:.034482759	 2:.166666667	 3:0	 4:.871354167	 5:0	 6:.993592814	 7:.871354167	 8:.851851852	 9:1
2	 1:.25	 2:.268292683	 3:1	 4:.971149691	 5:.56097561	 6:.993592814	 7:.971037809	 8:.909090909	 9:3
1	 1:.352941176	 2:.4	 3:0	 4:.001018519	 5:0	 6:0	 7:.000108025	 8:.625	 9:3
1	 1:.105263158	 2:.153846154	 3:0	 4:.646703704	 5:0	 6:0	 7:.646703704	 8:.727272727	 9:5
1	 1:.028571429	 2:.076923077	 3:0	 4:.015722222	 5:0	 6:0	 7:.015722222	 8:0	 9:5
1	 1:.03125	 2:.076923077	 3:0	 4:.10656713	 5:0	 6:0	 7:.10656713	 8:0	 9:5
1	 1:.035714286	 2:.076923077	 3:0	 4:.150208333	 5:0	 6:0	 7:.150208333	 8:0	 9:5
1	 1:.01754386	 2:.018181818	 3:0	 4:.000100309	 5:.672727273	 6:.99935281	 7:.000100309	 8:0	 9:3
1	 1:.037037037	 2:.018181818	 3:0	 4:.002318673	 5:.672727273	 6:.99935281	 7:.002318673	 8:0	 9:3
1	 1:.166666667	 2:.018181818	 3:0	 4:.053063272	 5:.672727273	 6:.99935281	 7:.053063272	 8:0	 9:3
2	 1:.323076923	 2:.525	 3:.5	 4:.988726852	 5:.55	 6:.993592814	 7:.988344907	 8:.782608696	 9:1
1	 1:.055555556	 2:.142857143	 3:0	 4:.000007716	 5:0	 6:0	 7:.000007716	 8:.5	 9:3
1	 1:.04	 2:.142857143	 3:0	 4:.0000154321	 5:0	 6:0	 7:.0000154321	 8:.75	 9:3
1	 1:.166666667	 2:.142857143	 3:0	 4:.00461034	 5:0	 6:0	 7:.00461034	 8:1	 9:3
1	 1:.0625	 2:.142857143	 3:0	 4:.147908951	 5:0	 6:0	 7:.147908951	 8:.857142857	 9:3
1	 1:.033333333	 2:.142857143	 3:0	 4:.189050926	 5:0	 6:0	 7:.189050926	 8:.636363636	 9:3
1	 1:.05	 2:.142857143	 3:0	 4:.30369213	 5:0	 6:0	 7:.30369213	 8:.833333333	 9:3
1	 1:.090909091	 2:.2	 3:0	 4:.984363426	 5:0	 6:.993592814	 7:.984363426	 8:1	 9:1
1	 1:.011764706	 2:.041666667	 3:0	 4:.984078704	 5:.25	 6:.999935281	 7:.984078704	 8:0	 9:10
1	 1:.083333333	 2:.1	 3:0	 4:.0000231481	 5:0	 6:0	 7:.0000231481	 8:.75	 9:3
1	 1:.028571429	 2:.1	 3:0	 4:.936755401	 5:0	 6:0	 7:.936755401	 8:1	 9:3
1	 1:.027027027	 2:.1	 3:0	 4:.3940625	 5:0	 6:0	 7:.3940625	 8:.777777778	 9:3
1	 1:.047619048	 2:.111111111	 3:0	 4:.000138889	 5:0	 6:0	 7:.000138889	 8:.833333333	 9:1
1	 1:.111111111	 2:.111111111	 3:0	 4:.0000694444	 5:0	 6:0	 7:.0000694444	 8:.833333333	 9:1
1	 1:.047619048	 2:.111111111	 3:0	 4:.028842593	 5:0	 6:0	 7:.028842593	 8:.888888889	 9:1
1	 1:.125	 2:.111111111	 3:0	 4:.000208333	 5:0	 6:0	 7:.000208333	 8:.75	 9:1
1	 1:.025641026	 2:.111111111	 3:0	 4:.006643519	 5:0	 6:0	 7:.006643519	 8:.5	 9:1
1	 1:.022727273	 2:.111111111	 3:0	 4:.038946759	 5:0	 6:0	 7:.038946759	 8:.9375	 9:1
1	 1:.038461538	 2:.090909091	 3:0	 4:.0000099206	 5:0	 6:0	 7:.0000099206	 8:0	 9:7
1	 1:.043478261	 2:.090909091	 3:0	 4:.001635251	 5:0	 6:0	 7:.001635251	 8:0	 9:7
1	 1:.106060606	 2:.212121212	 3:0	 4:.443888889	 5:.454545455	 6:0	 7:.443888889	 8:.714285714	 9:1
1	 1:.214285714	 2:.090909091	 3:0	 4:.809097222	 5:.454545455	 6:0	 7:.407546296	 8:0	 9:1
